,Producto_ID,NombreProducto,short_name,brand,weight,pieces,short_name_processed,cluster
2058,43066,Pay Pina 1p 85g MTB MLA 43066,Pay Pina ,MLA,85.0,1.0,pay pin,22
2059,43067,Pay Nuez 1p 70g MTB MLA 43067,Pay Nuez ,MLA,70.0,1.0,pay nuez,22
2060,43068,Rocko Tira 10p 44g MTA MLA 43068,Rocko Tira ,MLA,44.0,10.0,rock tir,22
2061,43069,Pinguinos 2p 80g MTA MLA 43069,Pinguinos ,MLA,80.0,2.0,pinguin,22
2062,43070,Canelitas 6p 60g MTB MLA 43070,Canelitas ,MLA,60.0,6.0,canelit,22
2063,43071,Canelitas Tubo 250g MTB MLA 43071,Canelitas Tubo ,MLA,250.0,,canelit tub,22
2064,43072,Triki Trakes Tubo 27p 225g MTB MLA 43072,Triki Trakes Tubo ,MLA,225.0,27.0,triki trak tub,22
2065,43073,Plativolos Tubo 193g MTB MLA 43073,Plativolos Tubo ,MLA,193.0,,plativol tub,22
2066,43074,Triki Trakes 6p 50g MTB MLA 43074,Triki Trakes ,MLA,50.0,6.0,triki trak,22
2067,43075,Polvorones 4p 75g MTB MLA 43075,Polvorones ,MLA,75.0,4.0,polvoron,22
2068,43076,Polvoron Tubo 280g MTB MLA 43076,Polvoron Tubo ,MLA,280.0,,polvoron tub,22
2069,43077,Principe Tubo 205g MTB MLA 43077,Principe Tubo ,MLA,205.0,,princip tub,22
2070,43078,Suavicremas Fresa 60g MTB MLA 43078,Suavicremas Fresa ,MLA,60.0,,suavicrem fres,22
2071,43079,Suavicremas Chocolate 60g MTB MLA 43079,Suavicremas Chocolate ,MLA,60.0,,suavicrem chocolat,22
2072,43081,Gansito ME 5p 250g MTA MLA 43081,Gansito ME ,MLA,250.0,5.0,gansit,22
2073,43082,Pinguinos 6p 240g ME MTA MLA 43082,Pinguinos ,MLA,240.0,6.0,pinguin,22
2074,43083,Choco Roles 7p 234 5g ME MTA MLA 43083,Choco Roles ,MLA,5.0,7.0,choc rol,22
2075,43084,Submarinos Chocolate 3p 105g SP MTA MLA 43084,Submarinos Chocolate ,MLA,105.0,3.0,submarin chocolat,22
2076,43089,Integral 100pct Twin Pack 1360g MTA ORO 43089,Integral ,ORO,1360.0,,integral,22
2077,43097,Totopos Redondo 350g MTA MR 43097,Totopos Redondo ,MR,350.0,,totop redond,22
2078,43100,Bran Frut Fresa 12p 480g MTA BIM 43100,Bran Frut Fresa ,BIM,480.0,12.0,bran frut fres,22
2079,43110,Pan 12 Grain 680g MTA ORO 43110,Pan ,ORO,680.0,,pan,22
2080,43111,100pct Whole Wheat 680g MTA ORO 43111,,ORO,680.0,,,22
2081,43118,Mantecadas Nuez 123g MTA BIM 43118,Mantecadas Nuez ,BIM,123.0,,mantec nuez,22
2082,43119,Barritas Fresa Salvado 6p 67g Cj MTA MLA 43119,Barritas Fresa Salvado ,MLA,67.0,6.0,barrit fres salv,22
2083,43120,Bigotes Chocolate 60g SP MTA TR 43120,Bigotes Chocolate ,TR,60.0,,bigot chocolat,22
2084,43121,Medias Noches Conveniencia 290g MTA BIM 43121,Medias Noches Conveniencia ,BIM,290.0,,medi noch convenient,22
2085,43124,Suavicremas Vainilla 60g MTB MLA 43124,Suavicremas Vainilla ,MLA,60.0,,suavicrem vainill,22
2086,43128,Bimbollos Ext sAjonjoli 6p 480g MTA BIM 43128,Bimbollos Ext sAjonjoli ,BIM,480.0,6.0,bimboll ext sajonjoli,22
2087,43129,Pan Multigrano Linaza 540g MTA BIM 43129,Pan Multigrano Linaza ,BIM,540.0,,pan multigran linaz,22
2088,43130,Pan Blanco 567g MTA WON 43130,Pan Blanco ,WON,567.0,,pan blanc,22
2089,43131,Wonder 100pct mediano 475g MTA WON 43131,Wonder ,WON,475.0,,wond,22
2090,43133,Tostado Integral 180g MTA WON 43133,Tostado Integral ,WON,180.0,,tost integral,22
2091,43134,Super Bollos 5in 8p 540g MTA WON 43134,Super Bollos ,WON,540.0,8.0,sup boll,22
2092,43135,Bollos 8p 450g MTA WON 43135,Bollos ,WON,450.0,8.0,boll,22
2093,43136,Hot Dogs 8p 290g MTA WON 43136,Hot Dogs ,WON,290.0,8.0,hot dogs,22
2094,43137,Molido Bolsa 180g MTA WON 43137,Molido Bolsa ,WON,180.0,,mol bols,22
2095,43139,Tostado Int 0pct GrasaAzuca 200g MTA WON 43139,Tostado Int ,WON,200.0,,tost int,22
2096,43140,Deliciosas 115g MTB LAR 43140,Deliciosas ,LAR,115.0,,delici,22
2097,43147,Dalmata 1p 55g MTB MLA 43147,Dalmata ,MLA,55.0,1.0,dalmat,22
2098,43156,Mantecadas ME 8p 250g MTA BIM 43156,Mantecadas ME ,BIM,250.0,8.0,mantec,22
2099,43157,Bollos 5IN cAjn 6p 560g Consumo MTA BIM 43157,Bollos ,BIM,560.0,6.0,boll,22
2100,43158,Figatza 345g MTA BIM 43158,Figatza ,BIM,345.0,,figatz,22
2101,43159,Tostada Plana 15p 175g MTB MR 43159,Tostada Plana ,MR,175.0,15.0,tost plan,22
2102,43160,7 Granos 680g MTA ORO 43160,,ORO,680.0,,,22
2103,43161,Pan 100pct Integral 680g MTA ORO 43161,Pan ,ORO,680.0,,pan,22
2104,43164,Gansito 10p 500g MTA MLA 43164,Gansito ,MLA,500.0,10.0,gansit,22
2105,43169,Roles Canela 6p 365g MTB BIM 43169,Roles Canela ,BIM,365.0,6.0,rol canel,22
2106,43173,Pan 12 Granos 680g MTA ORO 43173,Pan ,ORO,680.0,,pan,22
2107,43174,Panque Marmol 255g MTA BIM 43174,Panque Marmol ,BIM,255.0,,panqu marmol,22
2108,43175,Pan Blanco Chico 360g MTA BIM 43175,Pan Blanco Chico ,BIM,360.0,,pan blanc chic,22
2109,43176,Super Pan Blanco 740g MTA BIM 43176,Super Pan Blanco ,BIM,740.0,,sup pan blanc,22
2110,43178,Tortilla Harina Gde RN 10p 540g MTB DH 43178,Tortilla Harina Gde RN ,DH,540.0,10.0,tortill harin gde rn,22
2111,43179,Tortillinas 10p 255g MTA TR 43179,Tortillinas ,TR,255.0,10.0,tortillin,22
2112,43180,Tortillinas Grande 10p 510g MTB TR 43180,Tortillinas Grande ,TR,510.0,10.0,tortillin grand,22
2113,43181,Tortillinas 20p 510g MTA TR 43181,Tortillinas ,TR,510.0,20.0,tortillin,22
2114,43183,Tortilla Hna RW 22p 840g MTB DH 43183,Tortilla Hna RW ,DH,840.0,22.0,tortill hna rw,22
2115,43184,Pan Integral Gde 2pq 1360g MTA BIM 43184,Pan Integral Gde ,BIM,1360.0,,pan integral gde,22
2116,43185,Pan Integral 480g MTA BIM 43185,Pan Integral ,BIM,480.0,,pan integral,22
2117,43186,Pan Integral 680g MTA BIM 43186,Pan Integral ,BIM,680.0,,pan integral,22
2118,43187,Pan Integral 675g MTA BIM 43187,Pan Integral ,BIM,675.0,,pan integral,22
2119,43188,Medias Noches 8p 340g MTA BIM 43188,Medias Noches ,BIM,340.0,8.0,medi noch,22
2120,43189,Medias Noches 16p 680g MTA BIM 43189,Medias Noches ,BIM,680.0,16.0,medi noch,22
2121,43190,Bimbollos 8p 450g MTA BIM 43190,Bimbollos ,BIM,450.0,8.0,bimboll,22
2122,43192,Bimbollos 12p 675g MTA BIM 43192,Bimbollos ,BIM,675.0,12.0,bimboll,22
2123,43193,Bimbollos Extra 6p 480g MTA BIM 43193,Bimbollos Extra ,BIM,480.0,6.0,bimboll extra,22
2124,43194,Tostado 210g MTA BIM 43194,Tostado ,BIM,210.0,,tost,22
2125,43195,Molido 5kg MTA BIM 43195,Molido ,BIM,,,mol,22
2126,43196,Roles Canela 2p 120g MTB BIM 43196,Roles Canela ,BIM,120.0,2.0,rol canel,22
2127,43197,Roles Glass 2p 135g MTB BIM 43197,Roles Glass ,BIM,135.0,2.0,rol glass,22
2128,43198,Colchones 6p 130g MTA BIM 43198,Colchones ,BIM,130.0,6.0,colchon,22
2129,43199,Panque Pasas 255g MTA BIM 43199,Panque Pasas ,BIM,255.0,,panqu pas,22
2130,43200,Panque Nuez 255g MTA BIM 43200,Panque Nuez ,BIM,255.0,,panqu nuez,22
2131,43201,Panquecito Gota Choc 2p 140g MTA BIM 43201,Panquecito Gota Choc ,BIM,140.0,2.0,panquecit got choc,22
2132,43202,Mantecadas Vainilla 4p 125g MTA BIM 43202,Mantecadas Vainilla ,BIM,125.0,4.0,mantec vainill,22
2133,43203,Donitas Espolvoreadas 6p 105g MTB BIM 43203,Donitas Espolvoreadas ,BIM,105.0,6.0,donit espolvor,22
2134,43204,Donas Azucar 4p 105g MTA BIM 43204,Donas Azucar ,BIM,105.0,4.0,don azuc,22
2135,43206,Nito 1p 62g MTB BIM 43206,Nito ,BIM,62.0,1.0,nit,22
2136,43207,Rebanada 2p 55g MTA BIM 43207,Rebanada ,BIM,55.0,2.0,reban,22
2137,43208,Lors Tubo 20p 236g MTA MLA 43208,Lors Tubo ,MLA,236.0,20.0,lors tub,22
2138,43209,Bimbunuelos 4p 66g MTA BIM 43209,Bimbunuelos ,BIM,66.0,4.0,bimbunuel,22
2139,43210,Conchitas Vainilla 2p 65g MTB BIM 43210,Conchitas Vainilla ,BIM,65.0,2.0,conchit vainill,22
2140,43212,Bimbollos con Ajn 18p 1440g MTA BIM 43212,Bimbollos con Ajn ,BIM,1440.0,18.0,bimboll ajn,22
2141,43215,Pastisetas 75g MTB SUA 43215,Pastisetas ,SUA,75.0,,pastiset,22
2142,43218,Galletas Integrales Avena 2p 54g MTA TR 43218,Galletas Integrales Avena ,TR,54.0,2.0,gallet integral aven,22
2143,43219,Bran Frut Pina 40g MTA BIM 43219,Bran Frut Pina ,BIM,40.0,,bran frut pin,22
2144,43220,Roles Glass 6p 410g MTB BIM 43220,Roles Glass ,BIM,410.0,6.0,rol glass,22
2145,43222,Galleta Molida 5Kg MTA LAR 43222,Galleta Molida ,LAR,5000.0,,gallet mol,22
2146,43223,Pan Blanco 460g MTA BIM 43223,Pan Blanco ,BIM,460.0,,pan blanc,22
2147,43225,Pan Doble Fibra 750g MTA BIM 43225,Pan Doble Fibra ,BIM,750.0,,pan dobl fibr,22
2148,43227,Pan Blanco Silueta 500g MTA BIM 43227,Pan Blanco Silueta ,BIM,500.0,,pan blanc siluet,22
2149,43229,Hot Dogs 8p 290g MTA SUN 43229,Hot Dogs ,SUN,290.0,8.0,hot dogs,22
2150,43230,Principe 6p 64g MTB MLA 43230,Principe ,MLA,64.0,6.0,princip,22
2151,43231,Pan Blanco 640g MTA BIM 43231,Pan Blanco ,BIM,640.0,,pan blanc,22
2152,43236,Bollo Extra Grande 6p 480g Ins MTA BRE 43236,Bollo Extra Grande ,BRE,480.0,6.0,boll extra grand,22
2153,43237,Lors 8p 89g MTB MLA 43237,Lors ,MLA,89.0,8.0,lors,22
2154,43239,Donitas Panera 30p 525g MTA BIM 43239,Donitas Panera ,BIM,525.0,30.0,donit paner,22
2155,43241,Panquecitos Gotas Paner 10p 700g MTA BIM 43241,Panquecitos Gotas Paner ,BIM,700.0,10.0,panquecit got pan,22
2156,43242,Principe 8p 85g SP MTB MLA 43242,Principe ,MLA,85.0,8.0,princip,22
2157,43243,Plativolos 8p 74g MTB MLA 43243,Plativolos ,MLA,74.0,8.0,plativol,22
2158,43244,Pan Doble Fibra 2pq 1500g MTA BIM 43244,Pan Doble Fibra ,BIM,1500.0,,pan dobl fibr,22
2159,43246,Pan Multigrano 540g MTA BIM 43246,Pan Multigrano ,BIM,540.0,,pan multigran,22
2160,43248,Medias Noches Inst 700g MTA BIM 43248,Medias Noches Inst ,BIM,700.0,,medi noch inst,22
2161,43249,Principe Chocolate Blanco 8p 88g MTB MLA 43249,Principe Chocolate Blanco ,MLA,88.0,8.0,princip chocolat blanc,22
2162,43250,Orejas 70g SP MTB TR 43250,Orejas ,TR,70.0,,orej,22
2163,43251,Conchas Vainilla 2p 120g MTB BIM 43251,Conchas Vainilla ,BIM,120.0,2.0,conch vainill,22
2164,43252,Barritas Pina 67g MTA MLA 43252,Barritas Pina ,MLA,67.0,,barrit pin,22
2165,43253,Barritas Fresa 67g MTA MLA 43253,Barritas Fresa ,MLA,67.0,,barrit fres,22
2166,43254,Canapinas 95g MTA LAR 43254,Canapinas ,LAR,95.0,,canapin,22
2167,43255,Pastisetas 20p 150g MTA SUA 43255,Pastisetas ,SUA,150.0,20.0,pastiset,22
2168,43256,Pastiseta 40p 300g MTA SUA 43256,Pastiseta ,SUA,300.0,40.0,pastiset,22
2169,43257,Animalitos 2Kg MTA LAR 43257,Animalitos ,LAR,2000.0,,animalit,22
2170,43258,Deliciosas 300g MTA LAR 43258,Deliciosas ,LAR,300.0,,delici,22
2171,43260,Saladas 140g MTA LAR 43260,Saladas ,LAR,140.0,,sal,22
2172,43261,Animalitos Karamelo 200g MTA LAR 43261,Animalitos Karamelo ,LAR,200.0,,animalit karamel,22
2173,43263,Choco Roles 2p 80g MTB MLA 43263,Choco Roles ,MLA,80.0,2.0,choc rol,22
2174,43274,Napolitano 1p 70g MTB MLA 43274,Napolitano ,MLA,70.0,1.0,napolitan,22
2175,43278,Pan Molido 240g 14pct mas MTA BIM 43278,Pan Molido ,BIM,240.0,,pan mol,22
2176,43279,Bran Frut Fresa 40g MTA BIM 43279,Bran Frut Fresa ,BIM,40.0,,bran frut fres,22
2177,43285,Gansito 1p 50g MTB MLA 43285,Gansito ,MLA,50.0,1.0,gansit,22
2178,43288,Suavicremas Vainilla 205g MTA MLA 43288,Suavicremas Vainilla ,MLA,205.0,,suavicrem vainill,22
2179,43290,Suavicremas Chocolate 205g MTA MLA 43290,Suavicremas Chocolate ,MLA,205.0,,suavicrem chocolat,22
2180,43291,Sponch Navidad 120g Cj MTA MLA 43291,Sponch Navidad ,MLA,120.0,,sponch navid,22
2181,43305,Barra Multigrano Nuez 34g MTA BIM 43305,Barra Multigrano Nuez ,BIM,34.0,,barr multigran nuez,22
2182,43306,Wonder 100pct 2pq 1360g MTA WON 43306,Wonder ,WON,1360.0,,wond,22
2183,43307,Gansito 1p 50g CCharola MTA MLA 43307,Gansito ,MLA,50.0,1.0,gansit,22
2184,43314,Mini Rocko 13g MTA MLA 43314,Mini Rocko ,MLA,13.0,,mini rock,22
2185,43316,Submarinos Vainilla 3p 105g SP MTA MLA 43316,Submarinos Vainilla ,MLA,105.0,3.0,submarin vainill,22
2186,43317,Barritas Fresa Salvado 67g MTA MLA 43317,Barritas Fresa Salvado ,MLA,67.0,,barrit fres salv,22
2187,43319,Triki Trakes Chocolate 69g MTB MLA 43319,Triki Trakes Chocolate ,MLA,69.0,,triki trak chocolat,22
2188,43322,Duo Barrita Fresa y Pina 150g MTA MLA 43322,Duo Barrita Fresa y Pina ,MLA,150.0,,duo barrit fres pin,22
2189,43335,Super Hot Dogs 8p 435g MTA WON 43335,Super Hot Dogs ,WON,435.0,8.0,sup hot dogs,22
2190,43338,Pan Blanco 680g MTA BIM 43338,Pan Blanco ,BIM,680.0,,pan blanc,22
2191,43339,Wonder 100pct gde 680g SP MTA WON 43339,Wonder ,WON,680.0,,wond,22
2192,43341,Pan Silueta con Fibra 454g MTA BIM 43341,Pan Silueta con Fibra ,BIM,454.0,,pan siluet fibr,22
2193,43342,Nito ME 4p 248g MTB BIM 43342,Nito ME ,BIM,248.0,4.0,nit,22
2194,43343,DonitasEspolvoreadas ME 12p 210g MTB BIM 43343,DonitasEspolvoreadas ME ,BIM,210.0,12.0,donitasespolvor,22
2195,43344,Donas Azucar ME 8p 210g MTA BIM 43344,Donas Azucar ME ,BIM,210.0,8.0,don azuc,22
2196,43345,Pan Multigrano 680g MTA ORO 43345,Pan Multigrano ,ORO,680.0,,pan multigran,22
2197,43346,Pan Bco Silueta Twin Pack 1060g MTA BIM 43346,Pan Bco Silueta Twin Pack ,BIM,1060.0,,pan bco siluet twin pack,22
2198,43347,Pan Blanco 2Pq 1360g MTA BIM 43347,Pan Blanco ,BIM,1360.0,,pan blanc,22
2199,43348,Tortillinas 50p 1 31Kg MTA TR 43348,Tortillinas ,TR,31000.0,50.0,tortillin,22
2200,43349,Tostado 2pq 420g MTA BIM 43349,Tostado ,BIM,420.0,,tost,22
2201,43350,Bollos Extra Ajn 12p 960g MTA BIM 43350,Bollos Extra Ajn ,BIM,960.0,12.0,boll extra ajn,22
2202,43351,Pan de Linaza 475g MTA WON 43351,Pan de Linaza ,WON,475.0,,pan linaz,22
2203,43353,Pan Blanco 650g Inst Breddy MTA BIM 43353,Pan Blanco ,BIM,650.0,,pan blanc,22
2204,43354,Donas Panera 20p 525g MTA BIM 43354,Donas Panera ,BIM,525.0,20.0,don paner,22
2205,43356,Rosca de Panque Recet Orig 600g MTA SUA 43356,Rosca de Panque Recet Orig ,SUA,600.0,,rosc panqu recet orig,22
2206,43359,Wonder 100pct Ajonjoli 680g SP MTA WON 43359,Wonder ,WON,680.0,,wond,22
2207,43360,Pan Multigrano Twin 1080g MTA BIM 43360,Pan Multigrano Twin ,BIM,1080.0,,pan multigran twin,22
2208,43361,Super Hot Dogs 12p 650g MTA WON 43361,Super Hot Dogs ,WON,650.0,12.0,sup hot dogs,22
2209,43364,12Granos Multigra TwinPack 1360g MTA ORO 43364,,ORO,1360.0,,,22
2210,43367,Butter Milk Bread 680g MTA ORO 43367,Butter Milk Bread ,ORO,680.0,,butt milk bre,22
2211,43373,Pan Multigrano Linaza Twin 1080g MTA BIM 43373,Pan Multigrano Linaza Twin ,BIM,1080.0,,pan multigran linaz twin,22
2212,43377,Barra Multigrano Nuez 204g 6p MTA BIM 43377,Barra Multigrano Nuez ,BIM,204.0,6.0,barr multigran nuez,22
2213,43380,ButterMilk Twin Pack 680g MTA ORO 43380,ButterMilk Twin Pack ,ORO,680.0,,buttermilk twin pack,22
2214,43381,Super Pan Bco Ajonjoli 680g SP MTA WON 43381,Super Pan Bco Ajonjoli ,WON,680.0,,sup pan bco ajonjoli,22
2215,43382,Bollos sin Ajon 6p 480g MTA BIM 43382,Bollos sin Ajon ,BIM,480.0,6.0,boll ajon,22
2216,43383,Bimbollos Suajados 6p 480g MTA BIM 43383,Bimbollos Suajados ,BIM,480.0,6.0,bimboll suaj,22
2217,43388,Pan Blanco con Fibra 680g MTA WON 43388,Pan Blanco con Fibra ,WON,680.0,,pan blanc fibr,22
2218,43389,Tostado Blanco 180g MTA WON 43389,Tostado Blanco ,WON,180.0,,tost blanc,22
2219,43390,Canapinas 115g MTA LAR 43390,Canapinas ,LAR,115.0,,canapin,22
2220,43394,Pan Silueta cFib Twin Pack 908g MTA BIM 43394,Pan Silueta cFib Twin Pack ,BIM,908.0,,pan siluet cfib twin pack,22
2221,43398,Nito Edicion Especial 62g MTA BIM 43398,Nito Edicion Especial ,BIM,62.0,,nit edicion especial,22
2222,44088,Semita Rediseno 2p 120g MTB TR 44088,Semita Rediseno ,TR,120.0,2.0,semit redisen,22
2223,44102,Polvoroncitos Panera 40p 16 25g MTB TR 44102,Polvoroncitos Panera ,TR,25.0,40.0,polvoroncit paner,22
2224,44179,Super Pan Blanco 740g CU BIM 44179,Super Pan Blanco ,BIM,740.0,,sup pan blanc,22
2225,44180,Barritas Bisabor 20p 55g CU MLA 44180,Barritas Bisabor ,MLA,55.0,20.0,barrit bisabor,22
2226,44285,Bimbollos Parrilleros 780g 8p BIM 44285,Bimbollos Parrilleros ,BIM,780.0,8.0,bimboll parriller,22
2227,44292,Pan Blanco con Fibra 680g WON 44292,Pan Blanco con Fibra ,WON,680.0,,pan blanc fibr,22
2228,44370,Doraditas 110g Cin TR 44370,Doraditas ,TR,110.0,,doradit,22
2229,44371,Mantecadas 2p 105g MTB TR 44371,Mantecadas ,TR,105.0,2.0,mantec,22
2230,44372,Mantecadas 2p 105g TAB TR 44372,Mantecadas ,TR,105.0,2.0,mantec,22
2231,44445,Multigrano Mix 20p Cj 760g BIM 44445,Multigrano Mix ,BIM,760.0,20.0,multigran mix,22
2232,44495,Animalitos Karamelo Hierro 200g LAR 44495,Animalitos Karamelo Hierro ,LAR,200.0,,animalit karamel hierr,22
2233,44552,Wonderbutter 680g WON 44552,Wonderbutter ,WON,680.0,,wonderbutt,22
2234,44576,Mantecadas Vain 6p 188g Det Prom BIM 44576,Mantecadas Vain ,BIM,188.0,6.0,mantec vain,22
2235,44597,Marias 170g SP MTA LAR 44597,Marias ,LAR,170.0,,mari,22
2236,44829,Totopos 280g MTA DH 44829,Totopos ,DH,280.0,,totop,22
2237,44833,Lors 18Kg CU MLA 44833,Lors ,MLA,18000.0,,lors,22
2238,44859,Panera Polvoron 14p 65g TR 44859,Panera Polvoron ,TR,65.0,14.0,paner polvoron,22
2239,44948,Magnas 200g MTA LAR 44948,Magnas ,LAR,200.0,,magn,22
2240,44950,Mantecadas Vain 6p 188g Det Prom MTA BIM 44950,Mantecadas Vain ,BIM,188.0,6.0,mantec vain,22
2241,44951,Donas 6p Prom MTA BIM 44951,Donas ,BIM,,6.0,don,22
2242,44987,Marias 170g MTA LAR 44987,Marias ,LAR,170.0,,mari,22
2243,44989,Barritas Bisabor 20p 55g CU MLA 44989,Barritas Bisabor ,MLA,55.0,20.0,barrit bisabor,22
2244,44990,Doraditas 4p MTA TR 44990,Doraditas ,TR,,4.0,doradit,22
2245,45007,Surtido Rico 355g CU MLA 45007,Surtido Rico ,MLA,355.0,,surt ric,22
2246,45111,Mantecada Vainilla 3p 157g Prom MTB TR 45111,Mantecada Vainilla ,TR,157.0,3.0,mantec vainill,22
2247,45112,Conchas 3p 180g Prom MTA TR 45112,Conchas ,TR,180.0,3.0,conch,22
2248,45141,Totopo Chilaquiles 280g Prom MR 45141,Totopo Chilaquiles ,MR,280.0,,totop chilaquil,22
2249,45143,Polvoroncitos Panera 40p 16 25g TR 45143,Polvoroncitos Panera ,TR,25.0,40.0,polvoroncit paner,22
2250,45182,Super Hotdog Fast Food 12p 650g MTA WON 45182,Super Hotdog Fast Food ,WON,650.0,12.0,sup hotdog fast food,22
2251,45183,Super Hotdog Fast Food 12p 650g WON 45183,Super Hotdog Fast Food ,WON,650.0,12.0,sup hotdog fast food,22
2252,45223,Doraditas Panera 15p 548g MTA TR 45223,Doraditas Panera ,TR,548.0,15.0,doradit paner,22
2253,45231,Plus Vita Pay Limon 22g BIM 45231,Plus Vita Pay Limon ,BIM,22.0,,plus vit pay limon,22
2254,45293,Nectar Manzana 335ml JMX 45293,Nectar Manzana ,JMX,,,nect manzan,22
2255,45294,Nectar Durazno 335ml JMX 45294,Nectar Durazno ,JMX,,,nect durazn,22
2256,45295,Nectar Guayaba 335ml JMX 45295,Nectar Guayaba ,JMX,,,nect guay,22
2257,45296,Nectar Mango 335ml JMX 45296,Nectar Mango ,JMX,,,nect mang,22
2258,45299,Totopos 3P 1kg DH 45299,Totopos ,DH,,,totop,22
2259,45305,Barritas Fresa 12p 33 5g CU MLA 45305,Barritas Fresa ,MLA,5.0,12.0,barrit fres,22
2260,45306,Barritas Pina 12p 33 5g CU MLA 45306,Barritas Pina ,MLA,5.0,12.0,barrit pin,22
2261,45308,Canelitas 12p 30g MLA 45308,Canelitas ,MLA,30.0,12.0,canelit,22
2262,45313,Triki Trakes 12p 34 5g MLA 45313,Triki Trakes ,MLA,5.0,12.0,triki trak,22
2263,45320,Principe Chocolate 9p 42 5g CU MLA 45320,Principe Chocolate ,MLA,5.0,9.0,princip chocolat,22
2264,45321,Polvorones 12p 37 5g CU MLA 45321,Polvorones ,MLA,5.0,12.0,polvoron,22
2265,45407,Medias Noches 8p 340g Prom TNB BIM 45407,Medias Noches ,BIM,340.0,8.0,medi noch,22
2266,45419,Unico Fresco Naranja 250ml JMX 45419,Unico Fresco Naranja ,JMX,,,unic fresc naranj,22
2267,45446,Golden Nuts Enchilado 25pz de 43g BAR 45446,Golden Nuts Enchilado ,BAR,43.0,,gold nuts enchil,22
2268,45447,Hot Nuts 25p de 50g BAR 45447,Hot Nuts ,BAR,50.0,25.0,hot nuts,22
2269,45448,Brioche Morango 50g PUL 45448,Brioche Morango ,PUL,50.0,,brioch morang,22
2270,45449,Kiyakis 25pz de 50g BAR 45449,Kiyakis ,BAR,50.0,,kiyakis,22
2271,45480,Surtido Rico 227g CU LAR 45480,Surtido Rico ,LAR,227.0,,surt ric,22
2272,45496,Pastisetas sin Azucar 10p 70g MTB SUA 45496,Pastisetas sin Azucar ,SUA,70.0,10.0,pastiset azuc,22
2273,45523,Mantecadas Nuez 8p 246g ME BIM 45523,Mantecadas Nuez ,BIM,246.0,8.0,mantec nuez,22
2274,45527,Mantecadas Nuez 8p 246g ME MTA BIM 45527,Mantecadas Nuez ,BIM,246.0,8.0,mantec nuez,22
2275,45528,Mantecadas Nuez 8p 246g ME TAB BIM 45528,Mantecadas Nuez ,BIM,246.0,8.0,mantec nuez,22
2276,45565,Pan Whole grain and flax 680g ORO 45565,Pan Whole grain and flax ,ORO,680.0,,pan whol grain and flax,22
2277,45567,Pan Whole grain and flax 680g MTA ORO 45567,Pan Whole grain and flax ,ORO,680.0,,pan whol grain and flax,22
2278,45570,Pan White Whole Grain 680g MTA ORO 45570,Pan White Whole Grain ,ORO,680.0,,pan whit whol grain,22
2279,45795,Sandwich Clasico de JamonQueso 87g LON 45795,Sandwich Clasico de JamonQueso ,LON,87.0,,sandwich clasic jamonques,22
2280,45969,Mini Principe 45g MTA MLA 45969,Mini Principe ,MLA,45.0,,mini princip,22
2281,46062,Bollos Carls Jr 5in 520g MTA SL 46062,Bollos Carls Jr ,SL,520.0,,boll carls jr,22
2282,46064,Div Tira Mini Doradita 4p 45g TAB TR 46064,Div Tira Mini Doradita ,TR,45.0,4.0,div tir mini doradit,22
2283,46065,Pan Multigrano Linaza 540g TAB BIM 46065,Pan Multigrano Linaza ,BIM,540.0,,pan multigran linaz,22
2284,46067,Super Pan Bco Ajonjoli 680g SP TAB WON 46067,Super Pan Bco Ajonjoli ,WON,680.0,,sup pan bco ajonjoli,22
2285,46068,Wonder 100pct 2pq 1360g TAB WON 46068,Wonder ,WON,1360.0,,wond,22
2286,46070,Wonder 100pct gde 680g SP TAB WON 46070,Wonder ,WON,680.0,,wond,22
2287,46072,Super Bollos 5in 8p 540g TAB WON 46072,Super Bollos ,WON,540.0,8.0,sup boll,22
2288,46074,Hot Dogs 8p 290g TAB WON 46074,Hot Dogs ,WON,290.0,8.0,hot dogs,22
2289,46076,Super Hot Dogs 8p 435g TAB WON 46076,Super Hot Dogs ,WON,435.0,8.0,sup hot dogs,22
2290,46083,Nito ME 4p 248g TAB BIM 46083,Nito ME ,BIM,248.0,4.0,nit,22
2291,46084,Mantecadas ME 8p 250g TAB BIM 46084,Mantecadas ME ,BIM,250.0,8.0,mantec,22
2292,46085,Donitas Espolvoreadas 6p 105g TAB BIM 46085,Donitas Espolvoreadas ,BIM,105.0,6.0,donit espolvor,22
2293,46086,Donas Azucar ME 8p 210g TAB BIM 46086,Donas Azucar ME ,BIM,210.0,8.0,don azuc,22
2294,46087,Figatza 345g TAB BIM 46087,Figatza ,BIM,345.0,,figatz,22
2295,46088,Tostada Plana 15p 175g TAB MR 46088,Tostada Plana ,MR,175.0,15.0,tost plan,22
2296,46090,Tostada Ondulada Reg 30p 360g TAB MR 46090,Tostada Ondulada Reg ,MR,360.0,30.0,tost ondul reg,22
2297,46092,Roles Canela 6p 365g TAB BIM 46092,Roles Canela ,BIM,365.0,6.0,rol canel,22
2298,46095,Panque Marmol 255g TAB BIM 46095,Panque Marmol ,BIM,255.0,,panqu marmol,22
2299,46096,Pan Blanco Chico 360g TAB BIM 46096,Pan Blanco Chico ,BIM,360.0,,pan blanc chic,22
2300,46097,Pan Blanco 2pq 1360g TAB BIM 46097,Pan Blanco ,BIM,1360.0,,pan blanc,22
2301,46098,Super Pan Blanco 740g TAB BIM 46098,Super Pan Blanco ,BIM,740.0,,sup pan blanc,22
